"claim_text","immigration","healthcare","crime","economy","education","legal_political","elections","foreign_policy","verdict","speaker"
"Says Bill Young voted twice for the Ryan budget that ends the current Medicare system.",0,1,0,0,0,0,0,0,"Mixed","jessica-ehrlich"
"I kicked crooked cops and government officials off the public pension rolls.",0,0,1,0,0,1,0,0,"False","joseph-fernandez"
"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",0,1,0,0,0,0,0,0,"Mostly False","john-mccain"
"Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period.",0,1,0,1,0,0,0,0,"False","george-allen"
"The brutal fact is, when it comes to education, America is slipping behind other nations.",0,0,0,0,1,0,0,0,"Mostly False","bob-mcdonnell"
"Because Gov. Chris Christie vetoed a 30-bill job creation package, New Jersey ranks 50th in the nation in job creation.",0,0,0,1,0,0,0,0,"False","lou-greenwald"
"A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law.",0,1,0,1,1,0,1,0,"False","scott-walker"
"Sherrod Brown gave huge bonuses to executives.",0,0,0,1,0,0,0,0,"False","josh-mandel"
"Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.",0,0,0,1,0,0,0,0,"False","matt-patten"
"Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.",0,0,0,0,0,0,1,0,"Mostly True","georgians-bernie-sanders-president"
"What difference, at this point, does it make? I am the guy that got under her skin and provoked that infamous response from Hillary Clinton by asking a pretty simple question, Why didnt you just pick up the phone and call the survivors (of the Benghazi attack)?",0,0,0,0,0,0,0,1,"Mostly True","ron-johnson"
"Kasim Reed has kept every promise he made as a candidate.",0,0,0,0,0,0,1,0,"Mostly True","kasim-reed"
"Wisconsins laws ranked the worst in the world for mining investment.",0,0,0,1,0,0,0,0,"Mostly False","wisconsin-manufacturers-and-commerce"
"More people now die in Wisconsin from drug overdoses than car crashes.",0,1,1,0,0,0,0,0,"True","brad-schimel"
"In Connecticut and New York, students at Achievement First schools consistently outperform city and statewide averages.",0,0,0,0,1,0,0,0,"Mixed","angel-taveras"
"Rick Scotts prison plan would cut Floridas prison budget in half, close prisons, and release tens of thousands of prisoners early -- murderers, rapists, sex offenders, armed robbers, drug dealers.",0,0,1,0,0,0,0,0,"Mostly False","florida-police-benevolent-association"
"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",0,0,0,0,1,0,0,0,"False","john-mccain"
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",0,1,0,0,0,0,0,0,"False","john-boehner"
"Only 14 percent of Americans were able to keep these individual market plans for two years before Obamacare became law.",0,1,0,0,0,0,0,0,"Mixed","van-jones"
"Only five states, including Georgia, do not have a hate crimes law.",0,0,1,0,0,0,0,0,"True","various-media-reports"
"Marcy Kaptur voted against a ban which would have prevented the aborting of a baby girl for the sole reason that shes a girl.",0,1,0,0,0,0,0,0,"Mostly True","samuel-wurzelbacher"
"The Health Care Compact bill would end Medicares guaranteed benefit for Tennessees Medicare recipients and shift management of the federal health care plan to the states TennCare program.",0,1,0,0,0,0,0,0,"False","tennessee-democratic-party"
"Barack Obama supported keeping troops in Iraq, but now he wants a ""precipitous withdrawal"" regardless of ""conditions on the ground"" or ""consequences of a defeat for the United States,"" an RNC radio ad.",0,0,0,0,0,0,0,1,"Mixed","republican-national-committee-republican"
"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average, and fell to 47th in job creation, fourth from the bottom.",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"Barack Obama is only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.",0,0,0,0,0,0,1,0,"True","chris-redfern"
"ISIS is going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.",0,0,1,0,0,0,0,1,"False","hillary-clinton"
"The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""",0,0,0,0,0,0,0,1,"Mostly True","barack-obama"
"Chris Christie has not been effective at creating jobs (or have) a record of governing for effectiveness. ... New Jersey (has) one of the higher unemployment rates in the country at 9.4 percent.",0,0,0,1,0,0,0,0,"Mixed","martin-omalley"
"Barack Obama refuses to acknowledge Jerusalem as the capital of Israel.",0,0,0,0,0,0,0,1,"Mostly True","republican-jewish-coalition"
"I created the school choice program.",0,0,0,0,1,0,0,0,"Mixed","gary-george"
"The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.",0,1,0,0,0,0,0,0,"Mostly False","mike-huckabee"
"We have four combat-ready brigades out of 40 in the U.S. Army.",0,0,0,1,0,0,0,1,"Mostly False","dick-cheney"
"Says British voters under 50, especially millennials, overwhelmingly voted to stay, in the European Union. It was older voters who voted to leave.",0,0,0,0,0,0,1,0,"Mostly True","tim-kaine"
"Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin Systems mission statement were the result of a drafting error.",1,0,0,1,1,0,0,0,"False","scott-walker"
"Financed the largest parking expansion program without a rate increase.",0,0,0,1,0,0,0,0,"Mostly False","dick-greco"
"Says Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",0,0,0,0,0,0,1,0,"False","donald-trump"
"4.7 million people have lost their insurance in 32 states due to Obamacare.",0,1,0,0,0,0,0,0,"Mostly False","dana-loesch"
"The average family premium has increased by 29% under Obama!",0,1,0,0,0,0,0,0,"Mostly True","republican-national-committee-republican"
"On Medicare for current retirees, hes cutting $716 billion from the program.",0,1,0,0,0,0,0,0,"Mixed","mitt-romney"
"There are 10 or 20 deaths a year from foodborne illness in the United States.",0,1,0,0,0,0,0,0,"False","tom-coburn"
"Says when Republicans took over the state legislature in 2010, New Hampshires tax rate for employers was 50th in the nation, and unemployment had more than doubled under Democrats.",0,0,0,1,0,0,0,0,"Mixed","william-obrien"
"About 1 in 10 public school teachers in Wisconsin would have been laid off without federal stimulus funds.",0,0,0,0,1,0,0,0,"Mostly False","jim-doyle"
"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",0,0,0,1,0,0,0,0,"False","jeff-wentworth"
"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.",0,0,0,1,0,0,0,0,"Mixed","barack-obama"
"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.",0,0,0,1,0,0,0,0,"False","scott-walker"
"In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.",0,1,0,0,0,0,0,0,"Mostly False","sean-hannity"
"When I left the Senate, we were on a trajectory towards a balanced budget.",0,0,0,1,0,0,0,0,"Mixed","george-allen"
"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.",0,0,0,1,0,0,0,0,"True","barbara-buono"
"Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.",0,0,0,0,0,0,1,0,"True","armond-budish"
"Between 2000 and 2006, health insurance company profits quadrupled.",0,1,0,0,0,0,0,0,"Mostly True","chris-van-hollen"
"Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.",0,1,0,0,0,0,0,0,"Mostly True","jennifer-williamson"
"Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).",0,1,1,0,0,0,0,0,"False","ted-cruz"
"Black people are eight times more likely to be arrested than white people in Madison.",1,0,1,0,0,0,0,0,"Mixed","young-gifted-and-black-coalition"
"For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).",0,0,0,1,0,0,0,0,"False","chain-email"
"We spend more on our military than the next eight nations combined.",0,0,0,1,0,0,0,1,"Mostly True","barack-obama"
"Says Republican opponent Jason Isaac is peddling a plan meaning Texans would pay the highest sales taxes in America, up to 14.5 percent.",0,0,0,1,0,0,0,0,"Mostly False","patrick-rose"
"David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.",0,0,0,0,0,0,1,0,"Mostly True","dan-patrick"
"Says Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.",1,0,0,0,0,0,0,0,"Mostly True","libertarian-national-committee"
"Republicans created a trillion dollar prescription drug entitlement program without paying for it.",0,1,0,1,0,0,0,0,"Mostly True","bobby-scott"
"Test scores had gone up steadily for 40 years until No Child Left Behind and Race to the Top.",0,0,0,0,1,0,0,0,"Mostly False","diane-ravitch"
"Warren Buffett says stop Obamacare now and start over.",0,1,0,0,0,0,0,0,"False","tom-graves"
"When you add a dollar value to mandates, government took almost 50 percent of the American peoples money.",0,0,0,1,0,0,0,0,"Mostly False","larry-elder"
"In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.",0,1,0,0,0,0,0,0,"Mostly False","barack-obama"
"I opposed the only multilateral trade deal that came before the Senate while I was there.",0,0,0,1,0,0,0,0,"Mixed","hillary-clinton"
"Says Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.",0,0,0,1,0,0,1,0,"False","ohio-republican-party"
"Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.",0,0,0,1,0,0,0,0,"Mostly True","ben-carson"
"Sarah Palin endorsed a Wasilla policy that charged sexual assault victims for their ""rape kits.""",0,0,1,0,0,0,0,0,"Mixed","blog-posting"
"One-third of our college grads leave Ohio within three years.",0,0,0,1,1,0,0,0,"Mostly True","john-kasich"
"Theres no data that says a gun-free zone has saved lives.",0,0,1,0,0,0,0,0,"Mostly True","michael-oneill"
"On support for Trade Promotion Authority, calledfast-track",0,0,0,1,0,0,0,0,"False","ted-cruz"
"Republicans have already cut our neighborhood public schools three budgets in a row.",0,0,0,0,1,0,0,0,"Mostly False","katrina-shankland"
"Says David Jolly lobbied for government-run health care just last year.",0,0,0,0,0,0,1,0,"False","kathleen-peters"
"The Chilean privatization scheme that Sharron Angle supports has resulted in hidden fees, fewer benefits, and millions of people with no coverage.",0,0,0,1,0,0,0,1,"Mostly False","patriot-majority-pac"
"The Dolphins stadium renovation will create more than 4,000 new local jobs.",0,0,0,1,0,0,0,0,"Mixed","friends-miami-first"
"Says the state budget doubled property tax credits for seniors and middle class New Jerseyans and had no tax increases for any New Jersey family for the second year in a row.",0,0,0,1,0,0,0,0,"Mixed","chris-christie"
"In June 2012 we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.",0,0,0,1,0,0,0,0,"True","allen-west"
"Between June 30 and July 10, CNN interviewed 17 Israeli public officials versus onePalestinian official.",0,0,0,0,0,0,0,1,"Mixed","rula-jebreal"
"The poverty rates in America today arent much better than when we started the War on Poverty.",0,0,0,1,0,0,0,0,"Mixed","paul-ryan"
"The Republican who was just elected governor of the great state of Florida paid his campaign staffers, not with money, but with American Express gift cards.",0,0,0,0,0,0,1,0,"Mixed","rachel-maddow"
"Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.",0,0,0,1,0,0,0,0,"False","charlie-crist"
"Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.",0,0,0,0,0,0,0,1,"Mostly True","jeb-bush"
